number,url,title,created,updated,author,labels,area,kind,verdict,relevant_to_main,severity,human_attention,duplicate_of,cluster,evidence,notes
10197,https://github.com/cline/cline/issues/10197,CLI TUI interactive mode does not show reasoning messages with `-v` despite documentation,2026-04-09,2026-04-29,pbierkortte,CLI,cli,bug,already-fixed,no,low,no,,,"The blamed file is gone: `apps/cli/src/components/ChatMessage.tsx` does not exist (there is no `apps/cli/src/components` directory at all). The OpenTUI rewrite renders reasoning unconditionally -- `apps/cli/src/tui/components/chat-entry.tsx:581` maps the `reasoning` entry kind to `<ReasoningBlock>` (with a streaming ""Thinking..."" spinner), fed by `apps/cli/src/tui/hooks/use-agent-events.ts`. `apps/cli/DEVELOPMENT.md` no longer contains the contradicting `-v` claim.",PR #10456 referenced in comments targets the retired CLI component tree; safe to close pointing at the new TUI.
10198,https://github.com/cline/cline/issues/10198,Clipboard operations are failing.,2026-04-09,2026-06-09,MrPeterGrant,stale|VS Code,vscode-new,bug,repro-candidate,yes,medium,yes,,webview-clipboard,"Every webview copy path on main still calls the browser API with no fallback: `apps/vscode/webview-ui/src/components/common/CopyButton.tsx:44` (`navigator.clipboard.writeText(text).catch(err => console.error(...))`), same in `task-header/buttons/CopyTaskButton.tsx:18` and `chat/ChatView.tsx:217`. A host-side clipboard bridge already exists and is unused by these components: `HostProvider.env.clipboardWriteText` in `apps/vscode/src/utils/env.ts`.","Cheap fix: on rejection, fall back to the host clipboard RPC in `apps/vscode/src/utils/env.ts` (or `document.execCommand('copy')`) and surface a failure toast instead of a silent console error."
10199,https://github.com/cline/cline/issues/10199,Add Nexlayer MCP as recommended cloud deployment server,2026-04-09,2026-06-09,armondhonore,stale,unknown,feature-request,out-of-scope,no,low,no,,,"The MCP marketplace catalog is not stored in this repo -- `apps/vscode/src/services/mcp/McpHub.ts` and `apps/vscode/src/config.ts` fetch it from the remote `mcpBaseUrl` service endpoint (`sdk/packages/shared/src/runtime/cline-environment.ts`), and there is no server registry file under `apps/vscode` or `sdk/packages/core/src/extensions/mcp/`.","Vendor listing request; belongs in the MCP marketplace submission process, not cline/cline."
10201,https://github.com/cline/cline/issues/10201,"""Cline's view tends to crash easily when the conversation gets too long.",2026-04-09,2026-04-27,a690089735,VS Code,vscode-new,bug,duplicate,unsure,high,no,10626,grey-blank-webview,"The chat list on main is virtualized (`Virtuoso` at `apps/vscode/webview-ui/src/components/chat/chat-view/components/layout/MessagesArea.tsx:294`, `react-virtuoso ^4.12.3` in `apps/vscode/webview-ui/package.json`), so row count alone should not kill the renderer -- but nothing bounds retained message text or per-row rendered content, and there is no crash/liveness indicator: the webview shows task state purely from `ClineMessage[]`, so a renderer crash leaves exactly the blank grey panel described. Recent related work (b72d7f1a6 ""keep webview alive when moved between primary and secondary sidebars"") addresses a different cause.","Two separable asks: (a) the OOM/crash itself, (b) a crash-recovery affordance so users know the underlying task is still alive. (b) is worth doing regardless of whether (a) reproduces."
10202,https://github.com/cline/cline/issues/10202,Infinite loop calling write_to_file in PLAN MODE after task interruption,2026-04-09,2026-04-26,ruipeng-wang,VS Code,vscode-new,bug,legacy-only,no,medium,no,,,"The loop requires a tool that exists but is refused; on main plan mode simply does not register editing tools -- `ToolPresets.plan` in `sdk/packages/core/src/extensions/tools/presets.ts` sets `enableEditor: false`, and `write_to_file` is not in `ALL_DEFAULT_TOOL_NAMES` (`sdk/packages/core/src/extensions/tools/constants.ts`) at all. Repeated-failure runaway is also now bounded by HEAD commit e4091c368 ""Stop the task at the mistake limit like the CLI and remove the max-mistakes setting (#12561)"".","Legacy 3.x emitted ""Tool 'write_to_file' is not available in PLAN MODE"" from the XML tool dispatcher; that string exists nowhere on main."
10203,https://github.com/cline/cline/issues/10203,"MCP tool parameters with integer/boolean types are sent as strings, causing Zod literal validation failures",2026-04-09,2026-06-09,MartinPoncet,stale|VS Code,sdk-core,bug,legacy-only,no,medium,no,,,"On main MCP tools are registered as first-class agent tools carrying the server's own JSON Schema and are invoked with the model's native JSON object: `createMcpTools` in `sdk/packages/core/src/extensions/mcp/tools.ts` passes `inputSchema: descriptor.inputSchema` straight through and forwards `input as Record<string, unknown>` to `provider.callTool` with no stringification. Tool arguments are parsed with plain `JSON.parse` (`parseToolArguments`, `sdk/packages/agents/src/agent-runtime.ts:1756`), so `8` stays a number and `true` stays a boolean.",The 3.x `use_mcp_tool` XML path that stringified every parameter is gone. Worth a retest note to the reporter rather than a code change.
10206,https://github.com/cline/cline/issues/10206,Add AgentWeb — free business data MCP server (11M+ businesses),2026-04-09,2026-06-12,zerabic,stale,unknown,spam-noise,out-of-scope,no,low,no,,,"Pure product advertisement with no defect and no requested change to this repo; as with #10199 the MCP catalog is served from the remote `mcpBaseUrl` endpoint (`sdk/packages/shared/src/runtime/cline-environment.ts`, consumed by `apps/vscode/src/services/mcp/McpHub.ts`), not from any file under `apps/` or `sdk/`.",Auto-closeable.
10208,https://github.com/cline/cline/issues/10208,Stuck thinking for ever.,2026-04-09,2026-07-20,Susanoo1337,VS Code,sdk-llms,bug,repro-candidate,yes,critical,yes,,stream-never-starts,"Main has no stall/idle watchdog for model requests: `sdk/packages/llms/src/providers/ai-sdk.ts:1217` passes only `abortSignal: request.signal` to the stream, and the sole timeout implementation in the package is Ollama-specific (`sdk/packages/llms/src/providers/vendors/ollama.ts` `wrapFetchWithTimeout`, response-start only). `rg` finds no `timeoutMs` defaults in `sdk/packages/llms/src/providers/builtins.ts` for `lmstudio`, `openai-compatible` or `openrouter`, so a silently dropped/never-answered connection leaves the UI spinning indefinitely with no retry prompt.","High-volume umbrella issue (commenters link #10015 and #9546). Two concrete asks that are both implementable in `@cline/llms`: (a) a provider-agnostic response-start/idle timeout generalizing the Ollama wrapper, (b) surfacing a ""still waiting, retry?"" prompt. A commenter also reports local llama-server inference continuing after cancel -- worth verifying `request.signal` really propagates to the underlying fetch for openai-compatible."
10212,https://github.com/cline/cline/issues/10212,Incorrect token count,2026-04-09,2026-06-09,IntegerOverfl0w,stale|VS Code,sdk-llms,bug,duplicate,unsure,medium,no,11660,inflated-token-count,"Usage parsing was rewritten for main: `normalizedUsage` in `sdk/packages/llms/src/providers/ai-sdk.ts` (~lines 744-800) reads `inputTokens`/`prompt_tokens`/`promptTokenCount` with nested cache-detail fallbacks, and `apps/vscode/src/sdk/message-translator.ts` `normalizeUsageEvent` then splits them into disjoint buckets. I could not find a code path that would yield 1M+ from a one-word prompt, and the report gives no raw usage payload from chutes.ai / `zai-org/GLM5-TEE`.","Needs the provider's raw `usage` object to tell whether this is bad upstream reporting or a field-mapping miss in `normalizedUsage`. Distinct from #10244, which has an identifiable cause."
10216,https://github.com/cline/cline/issues/10216,Cline Kanban crashes with ”Error: Unable to update lock within the stale threshold“,2026-04-10,2026-06-10,zhou0,stale|CLI,cli,bug,out-of-scope,no,medium,no,,kanban-crash-data-loss,The stack trace is entirely inside the external package (`node_modules/kanban/node_modules/proper-lockfile/lib/lockfile.js`). `proper-lockfile` is not a dependency of anything in this repo -- the only `bun.lock` entries for it come transitively from the `@microsoft/tui-test` dev dependency -- and `apps/cli/src/commands/kanban.ts` merely spawns the `kanban` binary.,Belongs to the separate `kanban` package. #10245 is the same crash.
10218,https://github.com/cline/cline/issues/10218,Unable to connect to Anthropic models provided through SAP AI Core,2026-04-10,2026-06-10,PPG-BrianChan,stale|VS Code,sdk-llms,bug,legacy-only,no,medium,no,,sap-ai-core,"The error string ""Error while iterating over SSE stream."" does not exist anywhere on main -- it came from the retired hand-rolled SAP handler. On main SAP AI Core is implemented through the AI SDK community provider `@jerome-benoit/sap-ai-provider` in `sdk/packages/llms/src/providers/vendors/community.ts` (`createSAPAIProvider`, `buildSapServiceKey`, `resolveSapApi`), routed via `ai-sdk-community` in `sdk/packages/llms/src/providers/builtins.ts:519`.","SDK-side SAP support landed in 1ffe3f6d4 ""feat: SapAiCoreHandler"" (2026-03-05) and the AI-SDK migration 27c93efee. Ask the reporter to retest Anthropic models on the 4.x extension; if it still fails the bug is in the community provider path, not the old SSE reader."
10233,https://github.com/cline/cline/issues/10233,deekspeek-chat create same plan twice,2026-04-10,2026-06-10,cinast,stale|VS Code,vscode-new,bug,legacy-only,no,low,no,,,"The duplication is the legacy pattern of streaming assistant text and then repeating it inside a `plan_mode_respond` tool payload. On main there is no `plan_mode_respond` tool (`ALL_DEFAULT_TOOL_NAMES` in `sdk/packages/core/src/extensions/tools/constants.ts`); plan mode just produces assistant prose per `PLAN_MODE_INSTRUCTIONS` in `sdk/packages/shared/src/prompt/cline.ts`, so there is no second render surface for the plan.",Also partly model behavior (deepseek-chat restating its plan).
10238,https://github.com/cline/cline/issues/10238,Qwen3.5-35B-A3B-Q8_0.gguf -  Invalid API Response: The provider returned an empty or unparsable response.,2026-04-11,2026-06-11,akierum,stale|VS Code,sdk-llms,bug,duplicate,no,low,no,10413,invalid-api-response-empty,"The quoted message (""Invalid API Response: The provider returned an empty or unparsable response..."") appears nowhere on main; the equivalent handling now returns a per-tool-call error (""Tool call <name> emitted invalid JSON arguments"") from `parseToolArguments` in `sdk/packages/agents/src/agent-runtime.ts` after `repairMalformedToolCall` (`sdk/packages/llms/src/providers/ai-sdk.ts:423`) tries to recover. The report itself contains no logs, provider id, or endpoint.","Self-describes as provider-side; a local quantized MoE gguf failing to emit well-formed tool calls is a model-capability problem, and there are no reproduction details to act on."
10239,https://github.com/cline/cline/issues/10239,line SDK start failed: 404 with OpenAI Compatible provider (NVIDIA NIM),2026-04-11,2026-06-11,wwwbousbihmouhamedamin993-png,stale|CLI,cli,bug,duplicate,unsure,low,no,10495,custom-base-url-404,"URL construction on main looks correct: `createOpenAICompatibleProviderModule` in `sdk/packages/llms/src/providers/vendors/openai-compatible.ts:127` passes `baseURL: config.baseUrl` unmodified to `createOpenAICompatible`, which appends `/chat/completions`, so `https://integrate.api.nvidia.com/v1` resolves to the documented NIM endpoint and no extra `/v1` is injected. The reported model (`z-ai/glm5`) is not part of NVIDIA's NIM catalog, which is a much likelier source of a bare ""404 page not found"".","Need the exact failing request URL/model id. The ""No agent configured"" half is Kanban-side (external package), see #10151/#10216."
10244,https://github.com/cline/cline/issues/10244,UI shows double the actual token usage compared to llama.cpp backend (off by factor of ~2),2026-04-11,2026-06-11,sunhy0316,stale|VS Code,vscode-new,bug,already-fixed,no,low,no,,inflated-token-count,"The exact double-count is fixed on main. `getLastApiReqTotalTokens` in `apps/vscode/src/shared/getApiMetrics.ts` sums `tokensIn + tokensOut + cacheWrites + cacheReads`, which inflated the bar whenever a provider reported `prompt_tokens` inclusive of cached tokens; `normalizeUsageEvent` in `apps/vscode/src/sdk/message-translator.ts` (lines 86-97) now subtracts them first -- `uncachedInputTokens = max(0, inputTokens - cacheReads - cacheWrites)` -- with an explicit comment that the buckets must be disjoint.","Landed as part of the SDK-extension migration squash (51e9a8f64). Secondary caveat if it recurs: when a provider reports no usage at all the fallback estimator in `sdk/packages/shared/src/llms/tokens.ts` uses a deliberately conservative `CHARS_PER_TOKEN = 3`, which over-counts against a real tokenizer."
